"id_localidad","localidad","id_provincia"
"62042380","Chichinales","62"
"62042390","Cinco Saltos","62"
"62042400","Cipolletti","62"
"62042410","Contralmirante Cordero","62"
"62042420","Ferri","62"
"62042430","General Enrique Godoy","62"
"62042440","General Fernández Oro","62"
"62042450","General Roca","62"
"62042460","Ingeniero Luis A. Huergo","62"
"62042470","Ingeniero Otto Krause","62"
"62042480","Mainqué","62"
"62042490","Paso Córdova","62"
"62042500","Península Ruca Co","62"
"62042520","Sargento Vidal","62"
"62042530","Villa Alberdi","62"
"62042540","Villa del Parque","62"
"62042550","Villa Manzano","62"
"62042560","Villa Regina","62"
"62042570","Villa San Isidro","62"
"62049010","Comicó","62"
"62049020","Cona Niyeu","62"
"62049030","Ministro Ramos Mexía","62"
"62049040","Prahuaniyeu","62"
"62049050","Sierra Colorada","62"
"62049060","Treneta","62"
"62049070","Yaminué","62"
"62056010","Las Bayas","62"
"62056020","Mamuel Choique","62"
"62056030","Ñorquincó","62"
"62056040","Ojos de Agua","62"
"62056050","Río Chico","62"
"62063005","Barrio Esperanza","62"
"62063010","Colonia Juliá y Echarren","62"
"62063013","Juventud Unida","62"
"62063017","Pichi Mahuida","62"
"62063020","Río Colorado","62"
"62063060","Salto Andersen","62"
"62070005","Cañadón Chileno","62"
"62070010","Comallo","62"
"62070020","Dina Huapi","62"
"62070030","Laguna Blanca","62"
"62070040","Ñirihuau","62"
"62070060","Pilcaniyeu","62"
"62070070","Pilquiniyeu del Limay","62"
"62070080","Villa Llanquín","62"
"62077005","El Empalme","62"
"62077010","Las Grutas","62"
"62077020","Playas Doradas","62"
"62077030","Puerto San Antonio Este","62"
"62077040","Punta Colorada","62"
"62077045","Saco Viejo","62"
"62077050","San Antonio Oeste","62"
"62077060","Sierra Grande","62"
"62084010","Aguada Cecilio","62"
"62084020","Arroyo Los Berros","62"
"62084030","Arroyo Ventana","62"
"62084040","Nahuel Niyeu","62"
"62084050","Sierra Pailemán","62"
"62084060","Valcheta","62"
"62091010","Aguada de Guerra","62"
"62091020","Clemente Onelli","62"
"62091030","Colan Conhue","62"
"62091040","El Caín","62"
"62091050","Ingeniero Jacobacci","62"
"62091060","Los Menucos","62"
"62091070","Maquinchao","62"
"62091080","Mina Santa Teresita","62"
"62091090","Pilquiniyeu","62"
"66007010","Apolinario Saravia","66"
"66007020","Ceibalito","66"
"66007030","Centro 25 de Junio","66"
"66007040","Coronel Mollinedo","66"
"66007050","Coronel Olleros","66"
"66007060","El Quebrachal","66"
"66007070","Gaona","66"
"66007080","General Pizarro","66"
"66007090","Joaquín V. González","66"
"66007100","Las Lajitas","66"
"66007110","Luis Burela","66"
"66007120","Macapillo","66"
"66007130","Nuestra Señora de Talavera","66"
"66007140","Piquete Cabado","66"
"66007150","Río del Valle","66"
"66007160","Tolloche","66"
"66014010","Cachi","66"
"66014020","Payogasta","66"
"66021010","Cafayate","66"
"66021020","Tolombón","66"
"66028010","Atocha","66"
"66028030","La Ciénaga y Barrio San Rafael","66"
"66028040","Las Costas","66"
"66028050","Salta","66"
"66028060","Villa San Lorenzo","66"
"66035010","Cerrillos","66"
"66035020","La Merced","66"
"66035030","San Agustín","66"
"66035040","Villa Los Álamos - El Congreso - Las Tunas - Los Pinares - Los Olmos","66"
"66042003","Barrio Finca La Maroma","66"
"66042005","Barrio La Rotonda","66"
"66042007","Barrio Santa Teresita","66"
"66042010","Chicoana","66"
"66042020","El Carril","66"
"66049010","Campo Santo","66"
"66049020","Cobos","66"
"66049030","El Bordo","66"
"66049040","General Güemes","66"
"66056010","Aguaray","66"
"66056020","Campamento Vespucio","66"
"66056030","Campichuelo","66"
"66056040","Campo Durán","66"
"66056050","Capiazuti","66"
"66056060","Carboncito","66"
"66056070","Coronel Cornejo","66"
"66056080","Dragones","66"
"66056090","Embarcación","66"
"66056100","General Ballivián","66"
"66056110","General Mosconi","66"
"66056120","Hickman","66"
"66056130","Misión Chaqueña","66"
"66056140","Misión El Cruce - El Milagro - El Jardín de San Martín","66"
"66056150","Misión Kilómetro 6","66"
"66056170","Pacará","66"
"66056180","Padre Lozano","66"
"66056190","Piquirenda","66"
"66056200","Profesor Salvador Mazza","66"
"66056220","Tartagal","66"
"66056230","Tobantirenda","66"
"66056240","Tranquitas","66"
"66056250","Yacuy","66"
"66063010","Guachipas","66"
"66070010","Iruya","66"
"66070020","Isla de Cañas","66"
"66070030","Pueblo Viejo","66"
"66077010","La Caldera","66"
"66077020","Vaqueros","66"
"66084010","El Jardín","66"
"66084020","El Tala","66"
"66084030","La Candelaria","66"
"66091010","Cobres","66"
"66091020","La Poma","66"
"66098010","Ampascachi","66"
"66098020","Cabra Corral","66"
"66098030","Coronel Moldes","66"
"66098040","La Viña","66"
"66098050","Talapampa","66"
"66105010","Olacapato","66"
"66105020","San Antonio de los Cobres","66"
"66105030","Santa Rosa de los Pastos Grandes","66"
"66105040","Tolar Grande","66"
"66112010","El Galpón","66"
"66112020","El Tunal","66"
"66112030","Lumbreras","66"
"66112040","San José de Metán (Est. Metán)","66"
"66112050","Metán Viejo","66"
"66112070","Río Piedras","66"
"66112080","San José de Orquera","66"
"66119010","La Puerta","66"
"66119020","Molinos","66"
"66119030","Seclantás","66"
"66126010","Aguas Blancas","66"
"66126020","Colonia Santa Rosa","66"
"66126030","El Tabacal","66"
"66126040","Hipólito Yrigoyen","66"
"66126060","Pichanal","66"
"66126070","San Ramón de la Nueva Orán","66"
"66126080","Urundel","66"
"66133010","Alto de la Sierra","66"
"66133020","Capitán Juan Pagé","66"
"66133030","Coronel Juan Solá","66"
"66133035","Hito 1","66"
"66133040","La Unión","66"
"66133050","Los Blancos","66"
"66133060","Pluma de Pato","66"
"66133070","Rivadavia","66"
"66133080","Santa María","66"
"66133090","Santa Rosa","66"
"66133100","Santa Victoria Este","66"
"66140010","Antillá","66"
"66140020","Copo Quile","66"
"66140030","El Naranjo","66"
"66140040","El Potrero","66"
"66140050","Rosario de la Frontera","66"
"66140060","San Felipe","66"
"66147010","Campo Quijano","66"
"66147015","La Merced del Encón","66"
"66147020","La Silleta","66"
"66147030","Rosario de Lerma","66"
"66154010","Angastaco","66"
"66154020","Animaná","66"
"66154030","El Barrial","66"
"66154040","San Carlos","66"
"66161010","Acoyte","66"
"66161020","Campo La Cruz","66"
"66161030","Los Toldos","66"
"66161040","Nazareno","66"
"66161050","Poscaya","66"
"66161060","San Marcos","66"
"66161070","Santa Victoria","66"
"70007010","El Rincón","70"
"70007020","Villa General San Martín - Campo Afuera","70"
"70014010","Las Tapias","70"
"70014020","Villa El Salvador - Villa Sefair","70"
"70021010","Barreal  - Villa Pituil","70"
"70021020","Calingasta","70"
"70021030","Tamberías","70"
"70028010","San Juan","70"
"70035010","Bermejo","70"
"70035015","Barrio Justo P. Castro IV","70"
"70035020","Caucete","70"
"70035030","El Rincón","70"
"70035040","Las Talas - Los Médanos","70"
"70035050","Marayes","70"
"70035060","Pie de Palo","70"
"70035070","Vallecito","70"
"70035080","Villa Independencia","70"
"70042010","Chimbas","70"
"70049010","Angualasto","70"
"70049020","Bella Vista","70"
"70049030","Iglesia","70"
"70049040","Las Flores","70"
"70049050","Pismanta","70"
"70049060","Rodeo","70"
"70049070","Tudcum","70"
"70056010","El Médano","70"
"70056020","Gran China","70"
"70056030","Huaco","70"
"70056040","Mogna","70"
"70056050","Niquivil","70"
"70056060","Pampa Vieja","70"
"70056070","San Isidro","70"
"70056080","San José de Jáchal","70"
"70056090","Tamberías","70"
"70056100","Villa Malvinas Argentinas","70"
"70056110","Villa Mercedes","70"
"70063010","Alto de Sierra","70"
"70063020","Colonia Fiorito","70"
"70063030","Las Chacritas","70"
"70063040","9 de Julio","70"
"70070005","Barrio Municipal","70"
"70070010","Barrio Ruta 40","70"
"70070020","Carpintería","70"
"70070025","Las Piedritas","70"
"70070030","Quinto Cuartel","70"
"70070040","Villa Aberastain - La Rinconada","70"
"70070050","Villa Barboza - Villa Nacusi","70"
"70070060","Villa Centenario","70"
"70077010","Rawson","70"
"70077020","Villa Bolaños (Médano de Oro)","70"
"70084010","Rivadavia","70"
"70091010","Barrio Sadop - Bella Vista","70"
"70091020","Dos Acequias","70"
"70091030","San Isidro","70"
"70091040","Villa del Salvador","70"
"70091050","Villa Dominguito","70"
"70091060","Villa Don Bosco","70"
"70091070","Villa San Martín","70"
"70098010","Santa Lucía","70"
"70105010","Cañada Honda","70"
"70105020","Cienaguita","70"
"70105030","Colonia Fiscal","70"
"70105040","Divisadero","70"
"70105050","Guanacache","70"
"70105060","Las Lagunas","70"
"70105070","Los Berros","70"
"70105080","Pedernal","70"
"70105090","Punta del Médano","70"
"70105100","Villa Media Agua","70"
"70112010","Villa Ibáñez","70"
"70119010","Astica","70"
"70119020","Balde del Rosario","70"
"70119030","Chucuma","70"
"70119040","Los Baldecitos","70"
"70119050","Usno","70"
"70119060","Villa San Agustín","70"
"70126010","El Encón","70"
"70126020","Tupelí","70"
"70126030","Villa Borjas - La Chimbera","70"
"70126040","Villa El Tango","70"
"70126050","Villa Santa Rosa","70"
"70133010","Villa Basilio Nievas","70"
"74007010","Candelaria","74"
"74007030","Leandro N. Alem","74"
"74007040","Luján","74"
"74007050","Quines","74"
"74007070","San Francisco del Monte de Oro","74"
"74014010","La Calera","74"
"74014020","Nogolí","74"
"74014030","Villa de la Quebrada","74"
"74014040","Villa General Roca","74"
"74021010","Carolina","74"
"74021020","El Trapiche","74"
"74021025","Estancia Grande","74"
"74021030","Fraga","74"
"74021040","La Bajada","74"
"74021050","La Florida","74"
"74021060","La Toma","74"
"74021070","Riocito","74"
"74021080","Río Grande","74"
"74021090","Saladillo","74"
"74028010","Concarán","74"
"74028020","Cortaderas","74"
"74028030","Naschel","74"
"74028040","Papagayos","74"
"74028050","Renca","74"
"74028060","San Pablo","74"
"74028070","Tilisarao","74"
"74028080","Villa del Carmen","74"
"74028090","Villa Larca","74"
"74035010","Juan Jorba","74"
"74035020","Juan Llerena","74"
"74035030","Justo Daract","74"
"74035040","La Punilla","74"
"74035050","Lavaisse","74"
"74035055","Nación Ranquel","74"
"74035060","San José del Morro","74"
"74035070","Villa Mercedes","74"
"74035080","Villa Reynolds","74"
"74035090","Villa Salles","74"
"74042010","Anchorena","74"
"74042020","Arizona","74"
"74042030","Bagual","74"
"74042040","Batavia","74"
"74042050","Buena Esperanza","74"
"74042060","Fortín El Patria","74"
"74042070","Fortuna","74"
"74042080","La Maroma","74"
"74042090","Los Overos","74"
"74042100","Martín de Loyola","74"
"74042110","Nahuel Mapá","74"
"74042120","Navia","74"
"74042130","Nueva Galia","74"
"74042140","Unión","74"
"74049010","Carpintería","74"
"74049020","Cerro de Oro","74"
"74049030","Lafinur","74"
"74049040","Los Cajones","74"
"74049050","Los Molles","74"
"74049060","Merlo","74"
"74049070","Santa Rosa del Conlara","74"
"74049080","Talita","74"
"74056010","Alto Pelado","74"
"74056020","Alto Pencoso","74"
"74056030","Balde","74"
"74056040","Beazley","74"
"74056050","Cazador","74"
"74056060","Chosmes","74"
"74056070","Desaguadero","74"
"74056080","El Volcán","74"
"74056090","Jarilla","74"
"74056100","Juana Koslay","74"
"74056105","La Punta","74"
"74056110","Mosmota","74"
"74056120","Potrero de los Funes","74"
"74056130","Salinas del Bebedero","74"
"74056140","San Jerónimo","74"
"74056150","San Luis","74"
"74056160","Zanjitas","74"
"74063010","La Vertiente","74"
"74063020","Las Aguadas","74"
"74063030","Las Chacras","74"
"74063040","Las Lagunas","74"
"74063050","Paso Grande","74"
"74063060","Potrerillo","74"
"74063070","San Martín","74"
"74063080","Villa de Praga","74"
"78007010","Comandante Luis Piedrabuena","78"
"78007020","Puerto Santa Cruz","78"
"78014010","Caleta Olivia","78"
"78014020","Cañadón Seco","78"
"78014030","Fitz Roy","78"
"78014040","Jaramillo","78"
"78014050","Koluel Kaike","78"
"78014060","Las Heras","78"
"78014070","Pico Truncado","78"
"78014080","Puerto Deseado","78"
"78014090","Tellier","78"
"78021010","El Turbio","78"
"78021020","Julia Dufour","78"
"78021030","Mina 3","78"
"78021040","Río Gallegos","78"
"78021050","Rospentek","78"
"78021060","28 de Noviembre","78"
"78021070","Yacimientos Río Turbio","78"
"78028010","El Calafate","78"
"78028020","El Chaltén","78"
"78028030","Tres Lagos","78"
"78035010","Los Antiguos","78"
"78035020","Perito Moreno","78"
"78042010","Puerto San Julián","78"
"78049010","Bajo Caracoles","78"
"78049020","Gobernador Gregores","78"
"78049030","Hipólito Yrigoyen","78"
"82007010","Armstrong","82"
"82007020","Bouquet","82"
"82007030","Las Parejas","82"
"82007040","Las Rosas","82"
"82007050","Montes de Oca","82"
"82007060","Tortugas","82"
"82014010","Arequito","82"
"82014020","Arteaga","82"
"82014030","Beravebú","82"
"82014040","Bigand","82"
"82014050","Casilda","82"
"82014060","Chabas","82"
"82014070","Chañar Ladeado","82"
"82014080","Gödeken","82"
"82014090","Los Molinos","82"
"82014100","Los Nogales","82"
"82014110","Los Quirquinchos","82"
"82014120","San José de la Esquina","82"
"82014130","Sanford","82"
"82014140","Villada","82"
"82021010","Aldao","82"
"82021020","Angélica","82"
"82021030","Ataliva","82"
"82021040","Aurelia","82"
"82021050","Barrios Acapulco y Veracruz","82"
"82021060","Bauer y Sigel","82"
"82021070","Bella Italia","82"
"82021080","Castellanos","82"
"82021090","Colonia Bicha","82"
"82021100","Colonia Cello","82"
"82021110","Colonia Margarita","82"
"82021120","Colonia Raquel","82"
"82021130","Coronel Fraga","82"
"82021140","Egusquiza","82"
"82021150","Esmeralda","82"
"82021160","Estación Clucellas","82"
"82021170","Estación Saguier","82"
"82021180","Eusebia y Carolina","82"
"82021190","Eustolia","82"
"82021200","Frontera","82"
"82021210","Garibaldi","82"
"82021220","Humberto Primo","82"
"82021230","Josefina","82"
"82021240","Lehmann","82"
"82021250","María Juana","82"
"82021260","Nueva Lehmann","82"
"82021270","Plaza Clucellas","82"
"82021280","Plaza Saguier","82"
"82021290","Presidente Roca","82"
"82021300","Pueblo Marini","82"
"82021310","Rafaela","82"
"82021320","Ramona","82"
"82021330","San Antonio","82"
"82021340","San Vicente","82"
"82021350","Santa Clara de Saguier","82"
"82021360","Sunchales","82"
"82021370","Susana","82"
"82021380","Tacural","82"
"82021390","Vila","82"
"82021400","Villa Josefina","82"
"82021410","Villa San José","82"
"82021420","Virginia","82"
"82021430","Zenón Pereyra","82"
"82028010","Alcorta","82"
"82028020","Barrio Arroyo del Medio","82"
"82028030","Barrio Mitre","82"
"82028040","Bombal","82"
"82028050","Cañada Rica","82"
"82028060","Cepeda","82"
"82028070","Empalme Villa Constitución","82"
"82028080","Firmat","82"
"82028090","General Gelly","82"
"82028100","Godoy","82"
"82028110","Juan B. Molina","82"
"82028120","Juncal","82"
"82028130","La Vanguardia","82"
"82028140","Máximo Paz","82"
"82028150","Pavón","82"
"82028160","Pavón Arriba","82"
"82028170","Peyrano","82"
"82028180","Rueda","82"
"82028190","Santa Teresa","82"
"82028200","Sargento Cabral","82"
"82028210","Stephenson","82"
"82028220","Theobald","82"
"82028230","Villa Constitución","82"
"82035010","Cayastá","82"
"82035020","Helvecia","82"
"82035030","Los Zapallos","82"
"82035040","Saladero Mariano Cabal","82"
"82035050","Santa Rosa de Calchines","82"
"82042010","Aarón Castellanos","82"
"82042020","Amenábar","82"
"82042030","Cafferata","82"
"82042040","Cañada del Ucle","82"
"82042050","Carmen","82"
"82042060","Carreras","82"
"82042070","Chapuy","82"
"82042080","Chovet","82"
"82042090","Christophersen","82"
"82042100","Diego de Alvear","82"
"82042110","Elortondo","82"
"82042120","Firmat","82"
"82042130","Hughes","82"
"82042140","La Chispa","82"
"82042150","Labordeboy","82"
"82042160","Lazzarino","82"
"82042170","Maggiolo","82"
"82042180","María Teresa","82"
"82042190","Melincué","82"
"82042200","Miguel Torres","82"
"82042210","Murphy","82"
"82042220","Rufino","82"
"82042230","San Eduardo","82"
"82042240","San Francisco de Santa Fe","82"
"82042250","San Gregorio","82"
"82042260","Sancti Spiritu","82"
"82042270","Santa Isabel","82"
"82042280","Teodelina","82"
"82042290","Venado Tuerto","82"
"82042300","Villa Cañás","82"
"82042310","Wheelwright","82"
"82049010","Arroyo Ceibal","82"
"82049020","Avellaneda","82"
"82049030","Berna","82"
"82049040","El Araza","82"
"82049050","El Rabón","82"
"82049060","Florencia","82"
"82049070","Guadalupe Norte","82"
"82049080","Ingeniero Chanourdie","82"
"82049090","La Isleta","82"
"82049100","La Sarita","82"
"82049110","Lanteri","82"
"82049120","Las Garzas","82"
"82049130","Las Toscas","82"
"82049140","Los Laureles","82"
"82049150","Malabrigo","82"
"82049160","Paraje San Manuel","82"
"82049170","Puerto Reconquista","82"
"82049180","Reconquista","82"
"82049190","San Antonio de Obligado","82"
"82049200","Tacuarendí","82"
"82049210","Villa Ana","82"
"82049220","Villa Guillermina","82"
"82049230","Villa Ocampo","82"
"82056010","Barrio Cicarelli","82"
"82056020","Bustinza","82"
"82056030","Cañada de Gómez","82"
"82056040","Carrizales","82"
"82056050","Classon","82"
"82056060","Colonia Médici","82"
"82056070","Correa","82"
"82056080","Larguía","82"
"82056090","Lucio V. López","82"
"82056100","Oliveros","82"
"82056110","Pueblo Andino","82"
"82056120","Salto Grande","82"
"82056130","Serodino","82"
"82056140","Totoras","82"
"82056150","Villa Eloísa","82"
"82056160","Villa La Rivera (Oliveros)","82"
"82056170","Villa La Rivera (Pueblo Andino)","82"
"82063010","Angel Gallardo","82"
"82063020","Arroyo Aguiar","82"
"82063030","Arroyo Leyes","82"
"82063040","Cabal","82"
"82063050","Campo Andino","82"
"82063060","Candioti","82"
"82063070","Emilia","82"
"82063080","Laguna Paiva","82"
"82063090","Llambi Campbell","82"
"82063100","Monte Vera","82"
"82063110","Nelson","82"
"82063120","Paraje Chaco Chico","82"
"82063130","Paraje La Costa","82"
"82063140","Recreo","82"
"82063150","Rincón Potrero","82"
"82063160","San José del Rincón","82"
"82063170","Santa Fe","82"
"82063180","Santo Tomé","82"
"82063190","Sauce Viejo","82"
"82063200","Villa Laura","82"
"82070010","Cavour","82"
"82070020","Cululú","82"
"82070030","Elisa","82"
"82070040","Empalme San Carlos","82"
"82070050","Esperanza","82"
"82070060","Felicia","82"
"82070070","Franck","82"
"82070080","Grutly","82"
"82070090","Hipatía","82"
"82070100","Humboldt","82"
"82070110","Jacinto L. Aráuz","82"
"82070120","La Pelada","82"
"82070130","Las Tunas","82"
"82070140","María Luisa","82"
"82070150","Matilde","82"
"82070160","Nuevo Torino","82"
"82070170","Pilar","82"
"82070180","Plaza Matilde","82"
"82070190","Progreso","82"
"82070200","Providencia","82"
"82070210","Sa Pereyra","82"
"82070220","San Agustín","82"
"82070230","San Carlos Centro","82"
"82070240","San Carlos Norte","82"
"82070250","San Carlos Sud","82"
"82070260","San Jerónimo del Sauce","82"
"82070270","San Jerónimo Norte","82"
"82070280","San Mariano","82"
"82070290","Santa Clara de Buena Vista","82"
"82070300","Santo Domingo","82"
"82070310","Sarmiento","82"
"82077010","Esteban Rams","82"
"82077020","Gato Colorado","82"
"82077030","Gregoria Pérez de Denis","82"
"82077040","Logroño","82"
"82077050","Montefiore","82"
"82077060","Pozo Borrado","82"
"82077065","San Bernardo","82"
"82077070","Santa Margarita","82"
"82077080","Tostado","82"
"82077090","Villa Minetti","82"
"82084010","Acébal","82"
"82084020","Albarellos","82"
"82084030","Álvarez","82"
"82084040","Alvear","82"
"82084050","Arbilla","82"
"82084060","Arminda","82"
"82084070","Arroyo Seco","82"
"82084080","Carmen del Sauce","82"
"82084090","Coronel Bogado","82"
"82084100","Coronel Rodolfo S. Domínguez","82"
"82084110","Cuatro Esquinas","82"
"82084120","El Caramelo","82"
"82084130","Fighiera","82"
"82084140","Funes","82"
"82084150","General Lagos","82"
"82084160","Granadero Baigorria","82"
"82084170","Ibarlucea","82"
"82084180","Kilómetro 101","82"
"82084190","Los Muchachos - La Alborada","82"
"82084200","Monte Flores","82"
"82084210","Pérez","82"
"82084220","Piñero","82"
"82084230","Pueblo Esther","82"
"82084240","Pueblo Muñóz","82"
"82084250","Pueblo Uranga","82"
"82084260","Puerto Arroyo Seco","82"
"82084270","Rosario","82"
"82084280","Soldini","82"
"82084290","Villa Amelia","82"
"82084300","Villa del Plata","82"
"82084310","Villa Gobernador Gálvez","82"
"82084320","Zavalla","82"
"82091010","Aguará Grande","82"
"82091020","Ambrosetti","82"
"82091030","Arrufo","82"
"82091040","Balneario La Verde","82"
"82091050","Capivara","82"
"82091060","Ceres","82"
"82091070","Colonia Ana","82"
"82091080","Colonia Bossi","82"
"82091090","Colonia Rosa","82"
"82091100","Constanza","82"
"82091110","Curupaytí","82"
"82091120","Hersilia","82"
"82091130","Huanqueros","82"
"82091140","La Cabral","82"
"82091145","La Lucila","82"
"82091150","La Rubia","82"
"82091160","Las Avispas","82"
"82091170","Las Palmeras","82"
"82091180","Moisés Ville","82"
"82091190","Monigotes","82"
"82091200","Ñanducita","82"
"82091210","Palacios","82"
"82091220","San Cristóbal","82"
"82091230","San Guillermo","82"
"82091240","Santurce","82"
"82091250","Soledad","82"
"82091260","Suardi","82"
"82091270","Villa Saralegui","82"
"82091280","Villa Trinidad","82"
"82098010","Alejandra","82"
"82098020","Cacique Ariacaiquín","82"
"82098030","Colonia Durán","82"
"82098040","La Brava","82"
"82098050","Romang","82"
"82098060","San Javier","82"
"82105010","Arocena","82"
"82105020","Balneario Monje","82"
"82105030","Barrancas","82"
"82105040","Barrio Caima","82"
"82105050","Barrio El Pacaá - Barrio Comipini","82"
"82105060","Bernardo de Irigoyen","82"
"82105070","Casalegno","82"
"82105080","Centeno","82"
"82105090","Coronda","82"
"82105100","Desvío Arijón","82"
"82105110","Díaz","82"
"82105120","Gaboto","82"
"82105130","Gálvez","82"
"82105140","Gessler","82"
"82105150","Irigoyen","82"
"82105160","Larrechea","82"
"82105170","Loma Alta","82"
"82105180","López","82"
"82105190","Maciel","82"
"82105200","Monje","82"
"82105210","Puerto Aragón","82"
"82105220","San Eugenio","82"
"82105230","San Fabián","82"
"82105240","San Genaro","82"
"82105250","San Genaro Norte","82"
"82112010","Angeloni","82"
"82112020","Cayastacito","82"
"82112030","Colonia Dolores","82"
"82112040","Esther","82"
"82112050","Gobernador Crespo","82"
"82112060","La Criolla","82"
"82112070","La Penca y Caraguatá","82"
"82112080","Marcelino Escalada","82"
"82112090","Naré","82"
"82112100","Pedro Gómez Cello","82"
"82112110","Ramayón","82"
"82112120","San Bernardo","82"
"82112130","San Justo","82"
"82112140","San Martín Norte","82"
"82112150","Silva","82"
"82112160","Vera y Pintado","82"
"82112170","Videla","82"
"82119010","Aldao","82"
"82119020","Capitán Bermúdez","82"
"82119030","Carcarañá","82"
"82119040","Coronel Arnold","82"
"82119050","Fray Luis Beltrán","82"
"82119060","Fuentes","82"
"82119070","Luis Palacios","82"
"82119080","Puerto General San Martín","82"
"82119090","Pujato","82"
"82119100","Ricardone","82"
"82119110","Roldán","82"
"82119120","San Jerónimo Sud","82"
"82119130","San Lorenzo","82"
"82119140","Timbúes","82"
"82119150","Villa Elvira","82"
"82119160","Villa Mugueta","82"
"82126010","Cañada Rosquín","82"
"82126020","Carlos Pellegrini","82"
"82126030","Casas","82"
"82126040","Castelar","82"
"82126050","Colonia Belgrano","82"
"82126060","Crispi","82"
"82126070","El Trébol","82"
"82126080","Landeta","82"
"82126090","Las Bandurrias","82"
"82126100","Las Petacas","82"
"82126110","Los Cardos","82"
"82126120","María Susana","82"
"82126130","Piamonte","82"
"82126140","San Jorge","82"
"82126150","San Martín de las Escobas","82"
"82126160","Sastre","82"
"82126170","Traill","82"
"82126180","Wildermuth","82"
"82133010","Calchaquí","82"
"82133020","Cañada Ombú","82"
"82133030","Colmena","82"
"82133040","Fortín Olmos","82"
"82133050","Garabato","82"
"82133060","Golondrina","82"
"82133070","Intiyaco","82"
"82133080","Kilómetro 115","82"
"82133090","La Gallareta","82"
"82133100","Los Amores","82"
"82133110","Margarita","82"
"82133120","Paraje 29","82"
"82133130","Pozo de los Indios","82"
"82133140","Pueblo Santa Lucía","82"
"82133150","Tartagal","82"
"82133160","Toba","82"
"82133170","Vera","82"
"86007010","Argentina","86"
"86007020","Casares","86"
"86007030","Malbrán","86"
"86007040","Villa General Mitre","86"
"86014010","Campo Gallo","86"
"86014020","Coronel Manuel L. Rico","86"
"86014030","Donadeu","86"
"86014040","Sachayoj","86"
"86014050","Santos Lugares","86"
"86021010","Estación Atamisqui","86"
"86021020","Medellín","86"
"86021030","Villa Atamisqui","86"
"86028010","Colonia Dora","86"
"86028020","Herrera","86"
"86028030","Icaño","86"
"86028040","Lugones","86"
"86028050","Real Sayana","86"
"86028060","Villa Mailín","86"
"86035010","Abra Grande","86"
"86035020","Antajé","86"
"86035030","Ardiles","86"
"86035040","Cañada Escobar","86"
"86035050","Chaupi Pozo","86"
"86035060","Clodomira","86"
"86035070","Huyamampa","86"
"86035080","La Aurora","86"
"86035090","La Banda","86"
"86035100","La Dársena","86"
"86035110","Los Quiroga","86"
"86035120","Los Soria","86"
"86035130","Simbolar","86"
"86035140","Tramo 16","86"
"86035150","Tramo 20","86"
"86042010","Bandera","86"
"86042020","Cuatro Bocas","86"
"86042030","Fortín Inca","86"
"86042040","Guardia Escolta","86"
"86049010","El Deán","86"
"86049020","El Mojón","86"
"86049030","El Zanjón","86"
"86049040","Los Cardozos","86"
"86049050","Maco","86"
"86049060","Maquito","86"
"86049070","Morales","86"
"86049080","Puesto de San Antonio","86"
"86049090","San Pedro","86"
"86049100","Santa María","86"
"86049110","Santiago del Estero","86"
"86049120","Vuelta de la Barranca","86"
"86049130","Yanda","86"
"86056010","El Caburé","86"
"86056020","La Firmeza","86"
"86056030","Los Pirpintos","86"
"86056040","Los Tigres","86"
"86056050","Monte Quemado","86"
"86056060","Nueva Esperanza","86"
"86056070","Pampa de los Guanacos","86"
"86056080","San José del Boquerón","86"
"86056090","Urutaú","86"
"86063010","Ancaján","86"
"86063020","Choya","86"
"86063030","Estación La Punta","86"
"86063040","Frías","86"
"86063050","Laprida","86"
"86063070","San Pedro","86"
"86063080","Tapso","86"
"86063090","Villa La Punta","86"
"86070010","Bandera Bajada","86"
"86070020","Caspi Corral","86"
"86070030","Colonia San Juan","86"
"86070040","El Crucero","86"
"86070050","Kilómetro 30","86"
"86070060","La Cañada","86"
"86070070","La Invernada","86"
"86070080","Minerva","86"
"86070090","Vaca Huañuna","86"
"86070100","Villa Figueroa","86"
"86077010","Añatuya","86"
"86077020","Averías","86"
"86077030","Estación Tacañitas","86"
"86077040","La Nena","86"
"86077050","Los Juríes","86"
"86077060","Tomás Young","86"
"86084010","Lavalle","86"
"86084020","San Pedro","86"
"86091005","El Arenal","86"
"86091010","El Bobadal","86"
"86091020","El Charco","86"
"86091030","El Rincón","86"
"86091040","Gramilla","86"
"86091050","Isca Yacu","86"
"86091060","Isca Yacu Semaul","86"
"86091070","Pozo Hondo","86"
"86091080","San Pedro","86"
"86098010","El Colorado","86"
"86098020","El Cuadrado","86"
"86098030","Matará","86"
"86098040","Suncho Corral","86"
"86098050","Vilelas","86"
"86098060","Yuchán","86"
"86105010","Villa San Martín (Est. Loreto)","86"
"86112010","Villa Unión","86"
"86119010","Aerolito","86"
"86119020","Alhuampa","86"
"86119030","Hasse","86"
"86119040","Hernán Mejía Miraval","86"
"86119050","Las Tinajas","86"
"86119060","Libertad","86"
"86119070","Lilo Viejo","86"
"86119080","Patay","86"
"86119090","Pueblo Pablo Torelo","86"
"86119100","Quimili","86"
"86119110","Roversi","86"
"86119120","Tintina","86"
"86119130","Weisburd","86"
"86126010","El 49","86"
"86126020","Sol de Julio","86"
"86126030","Villa Ojo de Agua","86"
"86133010","El Mojón","86"
"86133020","Las Delicias","86"
